Shipper ID,Tracking ID,Origin Hub Name,Dest Hub Name,Count
11549046,26062823502068Y7Y55YTYT-DO,MAC-CB5,MAC-CB5,1
11549046,26062823574700UIQOZU8FL-01,MAC-CB5,MAC-CB5,1
11549046,26062823574700UIQOZU8FL-DO,MAC-CB5,MAC-CB5,1
11549046,26062823574700Y3MKD68FZ-01,MAC-CB5,MAC-CB5,1
11549046,26062823574700Y3MKD68FZ-DO,MAC-CB5,MAC-CB5,1
11549046,260628235903264LGUPOGI2-01,MAC-CB5,MAC-CB5,1
11549046,260628235903264LGUPOGI2-DO,MAC-CB5,MAC-CB5,1
11549046,26062823590326ONBMMYRBB-01,MAC-CB5,MAC-CB5,1
11549046,26062823590326ONBMMYRBB-DO,MAC-CB5,MAC-CB5,1
11549046,26062900004019JBNOM8ZCE-01,MAC-CP5,MAC-CP5,1
11549046,26062900004019JBNOM8ZCE-DO,MAC-CP5,MAC-CP5,1
11549046,26062900004019JK8Q0XYOI-01,MAC-CP5,MAC-CP5,1
11549046,26062900004019JK8Q0XYOI-DO,MAC-CP5,MAC-CP5,1
11549046,26062900004019XYVXFRLBZ-01,MAC-CP5,MAC-CP5,1
11549046,26062900004019XYVXFRLBZ-DO,MAC-CP5,MAC-CP5,1
11549046,26062900040945K3ECKK0KC-01,MAC-KM5,MAC-KM5,1
11549046,26062900040945K3ECKK0KC-DO,MAC-KM5,MAC-KM5,1
11549046,26062900040945LOVPXDPIMA-01,MAC-KM5,MAC-KM5,1
11549046,26062900040945LOVPXDPIMA-02,MAC-KM5,MAC-KM5,1
11549046,26062900040945LOVPXDPIMA-DO,MAC-KM5,MAC-KM5,1
11549046,26062900040945ZLK8UZVBSE-01,MAC-KM5,MAC-KM5,1
11549046,26062900040945ZLK8UZVBSE-DO,MAC-KM5,MAC-KM5,1
11549046,26062900065946AG1UNWVES-01,MAC-CB5,MAC-CB5,1
11549046,26062900065946AG1UNWVES-DO,MAC-CB5,MAC-CB5,1
11549046,26062900065946TNQRNPO6F-01,MAC-CB5,MAC-CB5,1
11549046,26062900065946TNQRNPO6F-DO,MAC-CB5,MAC-CB5,1
11549046,26062900065946XQ4VHCF-01,MAC-CB5,MAC-CB5,1
11549046,26062900065946XQ4VHCF-02,MAC-CB5,MAC-CB5,1
11549046,26062900065946XQ4VHCF-DO,MAC-CB5,MAC-CB5,1
11549046,26062900075692NVGJAJCU7-01,MAC-KD5,MAC-KD5,1
11549046,26062900075692NVGJAJCU7-DO,MAC-KD5,MAC-KD5,1
11549046,26062900075692QKSJDYLCJ-01,MAC-KD5,MAC-KD5,1
11549046,26062900075692QKSJDYLCJ-DO,MAC-KD5,MAC-KD5,1
11549046,26062900075692RLCECT1H6A-01,MAC-KD5,MAC-KD5,1
11549046,26062900075692RLCECT1H6A-DO,MAC-KD5,MAC-KD5,1
11549046,260629000909161DSBCGAGV-01,MAC-KD5,MAC-KD5,1
11549046,260629000909161DSBCGAGV-DO,MAC-KD5,MAC-KD5,1
11549046,260629001556265E9BXRKKW-01,MAC-KD5,MAC-KD5,1
11549046,260629001556265E9BXRKKW-DO,MAC-KD5,MAC-KD5,1
11549046,26062900252363JDRKM0RNJ-01,MAC-CB5,MAC-CB5,1
11549046,26062900252363JDRKM0RNJ-DO,MAC-CB5,MAC-CB5,1
11549046,26062900252363SLNDACD9-01,MAC-CB5,MAC-CB5,1
11549046,26062900252363SLNDACD9-DO,MAC-CB5,MAC-CB5,1
11549046,260629003557124B4PR0B1AH-01,MAC-CB5,MAC-CB5,1
11549046,260629003557124B4PR0B1AH-02,MAC-CB5,MAC-CB5,1
11549046,260629003557124B4PR0B1AH-DO,MAC-CB5,MAC-CB5,1
11549046,26062900355712LQ8UNZ17R-01,MAC-CB5,MAC-CB5,1
11549046,26062900355712LQ8UNZ17R-DO,MAC-CB5,MAC-CB5,1
11549046,26062900355712UGT64Z0CI-01,MAC-CB5,MAC-CB5,1
11549046,26062900355712UGT64Z0CI-02,MAC-CB5,MAC-CB5,1
11549046,26062900355712UGT64Z0CI-DO,MAC-CB5,MAC-CB5,1
11549046,260629003932072WMH93JJT-01,MAC-KD5,MAC-KD5,1
11549046,260629003932072WMH93JJT-DO,MAC-KD5,MAC-KD5,1
11549046,26062900393207E1D35GADW-01,MAC-KD5,MAC-KD5,1
11549046,26062900393207E1D35GADW-DO,MAC-KD5,MAC-KD5,1
11549046,26062900393207G7LXK1URWA-01,MAC-KD5,MAC-KD5,1
11549046,26062900393207G7LXK1URWA-DO,MAC-KD5,MAC-KD5,1
11549046,26062900404340IVTYPBNB7T-01,MAC-CB5,MAC-CB5,1
11549046,26062900404340IVTYPBNB7T-DO,MAC-CB5,MAC-CB5,1
11549046,26062900404340J91OKIY-01,MAC-CB5,MAC-CB5,1
11549046,26062900404340J91OKIY-DO,MAC-CB5,MAC-CB5,1
11549046,26062900492662RWNUQQV9KS-01,MAC-KD5,MAC-KD5,1
11549046,26062900492662RWNUQQV9KS-DO,MAC-KD5,MAC-KD5,1
11549046,26062900492662SQBLN0UC-01,MAC-KD5,MAC-KD5,1
11549046,26062900492662SQBLN0UC-DO,MAC-KD5,MAC-KD5,1
11549046,26062900543206UOJTLEYR-01,MAC-KM5,MAC-KM5,1
11549046,26062900543206UOJTLEYR-DO,MAC-KM5,MAC-KM5,1
11549046,260629005440617JABXDUPW-01,MAC-CB5,MAC-CB5,1
11549046,260629005440617JABXDUPW-DO,MAC-CB5,MAC-CB5,1
11549046,26062900544061NTHLQKUV-01,MAC-CB5,MAC-CB5,1
11549046,26062900544061NTHLQKUV-DO,MAC-CB5,MAC-CB5,1
11549046,26062900544062BVPPW5FIT-01,MAC-CB5,MAC-CB5,1
11549046,26062900544062BVPPW5FIT-DO,MAC-CB5,MAC-CB5,1
11549046,26062900553799OBRSL6W9-01,MAC-CB5,MAC-CB5,1
11549046,26062900553799OBRSL6W9-DO,MAC-CB5,MAC-CB5,1
11549046,26062900562836RDQDZN2C-01,MAC-CP5,MAC-CP5,1
11549046,26062900562836RDQDZN2C-DO,MAC-CP5,MAC-CP5,1
11549046,26062900595833O67FTP3W-01,MAC-CB5,MAC-CB5,1
11549046,26062900595833O67FTP3W-DO,MAC-CB5,MAC-CB5,1
11549046,26062901013813M8OWDITJHG-01,MAC-KD5,MAC-KD5,1
11549046,26062901013813M8OWDITJHG-DO,MAC-KD5,MAC-KD5,1
11549046,26062901013813UNABTLQE3-01,MAC-KD5,MAC-KD5,1
11549046,26062901013813UNABTLQE3-DO,MAC-KD5,MAC-KD5,1
11549046,26062901020632BZIXDZ60Q-01,MAC-KM5,MAC-KM5,1
11549046,26062901020632BZIXDZ60Q-DO,MAC-KM5,MAC-KM5,1
11549046,26062901020632VR8RW4DQJC-01,MAC-KM5,MAC-KM5,1
11549046,26062901020632VR8RW4DQJC-DO,MAC-KM5,MAC-KM5,1
11549046,26062901053873ZXZX1NGTD-01,MAC-KM5,MAC-KM5,1
11549046,26062901053873ZXZX1NGTD-DO,MAC-KM5,MAC-KM5,1
11549046,2606290108426991WEYVN2QV-01,MAC-KM5,MAC-KM5,1
11549046,2606290108426991WEYVN2QV-DO,MAC-KM5,MAC-KM5,1
11549046,26062901084269DGKMTYI42I-01,MAC-KM5,MAC-KM5,1
11549046,26062901084269DGKMTYI42I-DO,MAC-KM5,MAC-KM5,1
11549046,26062901084269GGMMZAIFT5-01,MAC-KM5,MAC-KM5,1
11549046,26062901084269GGMMZAIFT5-DO,MAC-KM5,MAC-KM5,1
11549046,26062901084269WSBNBH9AB-01,MAC-KM5,MAC-KM5,1
11549046,26062901084269WSBNBH9AB-DO,MAC-KM5,MAC-KM5,1
11549046,26062901084269YS1YJYUWOL-01,MAC-KM5,MAC-KM5,1
11549046,26062901084269YS1YJYUWOL-DO,MAC-KM5,MAC-KM5,1
11549046,26062901105949MJUIEOLECV-01,MAC-KD5,MAC-KD5,1
11549046,26062901105949MJUIEOLECV-DO,MAC-KD5,MAC-KD5,1
11549046,26062901105949RQV9CYBHS-01,MAC-KD5,MAC-KD5,1
11549046,26062901105949RQV9CYBHS-DO,MAC-KD5,MAC-KD5,1
11549046,260629011113828AY6YHX8YX-01,MAC-KM5,MAC-KM5,1
11549046,260629011113828AY6YHX8YX-DO,MAC-KM5,MAC-KM5,1
11549046,26062901111382LTG4BK-01,MAC-KM5,MAC-KM5,1
11549046,26062901111382LTG4BK-DO,MAC-KM5,MAC-KM5,1
11549046,26062901113742PHXMWWXUSD-01,MAC-KD5,MAC-KD5,1
11549046,26062901113742PHXMWWXUSD-DO,MAC-KD5,MAC-KD5,1
11549046,26062901113742U9VT30RHXT-01,MAC-KD5,MAC-KD5,1
11549046,26062901113742U9VT30RHXT-DO,MAC-KD5,MAC-KD5,1
11549046,26062901113742ZYPVGDEP-01,MAC-KD5,MAC-KD5,1
11549046,26062901113742ZYPVGDEP-DO,MAC-KD5,MAC-KD5,1
11549046,26062901144989UCQOLSNGZU-01,MAC-CB5,MAC-CB5,1
11549046,26062901144989UCQOLSNGZU-DO,MAC-CB5,MAC-CB5,1
11549046,26062901144989W8IQT4X2P-01,MAC-CB5,MAC-CB5,1
11549046,26062901144989W8IQT4X2P-DO,MAC-CB5,MAC-CB5,1
11549046,26062901151912BSNEZFEEN-01,MAC-KD5,MAC-KD5,1
11549046,26062901151912BSNEZFEEN-DO,MAC-KD5,MAC-KD5,1
11549046,26062901151912VN4K266R-01,MAC-KD5,MAC-KD5,1
11549046,26062901151912VN4K266R-DO,MAC-KD5,MAC-KD5,1
11549046,26062901171314EXK1AFA0VW-01,MAC-CB5,MAC-CB5,1
11549046,26062901171314EXK1AFA0VW-DO,MAC-CB5,MAC-CB5,1
11549046,26062901171314OHBGUB40R-01,MAC-CB5,MAC-CB5,1
11549046,26062901171314OHBGUB40R-DO,MAC-CB5,MAC-CB5,1
11549046,26062901182432GDKR8QMXID-01,MAC-KM5,MAC-KM5,1
11549046,26062901182432GDKR8QMXID-DO,MAC-KM5,MAC-KM5,1
11549046,26062901182432KLFW7SUQR-01,MAC-KM5,MAC-KM5,1
11549046,26062901182432KLFW7SUQR-DO,MAC-KM5,MAC-KM5,1
11549046,260629012113891Z2MA3BO-01,MAC-CB5,MAC-CB5,1
11549046,260629012113891Z2MA3BO-DO,MAC-CB5,MAC-CB5,1
11549046,26062901211389WNVLQJAIJO-01,MAC-CB5,MAC-CB5,1
11549046,26062901211389WNVLQJAIJO-DO,MAC-CB5,MAC-CB5,1
11549046,260629012125425BNN3HZCEZ-01,MAC-KD5,MAC-KD5,1
11549046,260629012125425BNN3HZCEZ-DO,MAC-KD5,MAC-KD5,1
11549046,26062901212542YVKYFZFI-01,MAC-KD5,MAC-KD5,1
11549046,26062901212542YVKYFZFI-DO,MAC-KD5,MAC-KD5,1
11549046,26062901233643ATLA2TJQG-01,MAC-KD5,MAC-KD5,1
11549046,26062901233643ATLA2TJQG-DO,MAC-KD5,MAC-KD5,1
11549046,26062901233643UDE2WLFXRF-01,MAC-KD5,MAC-KD5,1
11549046,26062901233643UDE2WLFXRF-DO,MAC-KD5,MAC-KD5,1
11549046,26062901234487DYIF8S6EY-01,MAC-KD5,MAC-KD5,1
11549046,26062901234487DYIF8S6EY-DO,MAC-KD5,MAC-KD5,1
11549046,260629012422616N6PZQARC-01,MAC-KM5,MAC-KM5,1
11549046,260629012422616N6PZQARC-DO,MAC-KM5,MAC-KM5,1
11549046,26062901270961FB7MMNYLR-01,MAC-KD5,MAC-KD5,1
11549046,26062901270961FB7MMNYLR-DO,MAC-KD5,MAC-KD5,1
11549046,26062901280309SP6VENFMG-01,MAC-KD5,MAC-KD5,1
11549046,26062901280309SP6VENFMG-DO,MAC-KD5,MAC-KD5,1
11549046,260629013015076GV3HK9XQ-01,MAC-CP5,MAC-CP5,1
11549046,260629013015076GV3HK9XQ-DO,MAC-CP5,MAC-CP5,1
11549046,26062901301507OKUEPIZD04-01,MAC-CP5,MAC-CP5,1
11549046,26062901301507OKUEPIZD04-DO,MAC-CP5,MAC-CP5,1
11549046,26062901301507R9T9XM24VU-01,MAC-CP5,MAC-CP5,1
11549046,26062901301507R9T9XM24VU-DO,MAC-CP5,MAC-CP5,1
11549046,26062901301507RWF4OTRMWT-01,MAC-CP5,MAC-CP5,1
11549046,26062901301507RWF4OTRMWT-DO,MAC-CP5,MAC-CP5,1
11549046,260629013252444CNQD4BY-01,MAC-KD5,MAC-KD5,1
11549046,260629013252444CNQD4BY-DO,MAC-KD5,MAC-KD5,1
11549046,26062901325244C2YLOLWJO-01,MAC-KD5,MAC-KD5,1
11549046,26062901325244C2YLOLWJO-DO,MAC-KD5,MAC-KD5,1
11549046,26062901335371AXUWSQYNK-01,MAC-CB5,MAC-CB5,1
11549046,26062901335371AXUWSQYNK-DO,MAC-CB5,MAC-CB5,1
11549046,26062901335371G3MCSWUA10-01,MAC-CB5,MAC-CB5,1
11549046,26062901335371G3MCSWUA10-DO,MAC-CB5,MAC-CB5,1
11549046,26062901335775VDZJAKWAJ-01,MAC-KD5,MAC-KD5,1
11549046,26062901335775VDZJAKWAJ-DO,MAC-KD5,MAC-KD5,1
11549046,26062901365469OISTHC7UZ-01,MAC-KD5,MAC-KD5,1
11549046,26062901365469OISTHC7UZ-DO,MAC-KD5,MAC-KD5,1
11549046,26062901365469TYEILY1TD1-01,MAC-KD5,MAC-KD5,1
11549046,26062901365469TYEILY1TD1-DO,MAC-KD5,MAC-KD5,1
11549046,26062901365470AALJQMNF86-01,MAC-KD5,MAC-KD5,1
11549046,26062901365470AALJQMNF86-DO,MAC-KD5,MAC-KD5,1
11549046,26062901391626BLA98YO9J-01,MAC-CB5,MAC-CB5,1
11549046,26062901391626BLA98YO9J-DO,MAC-CB5,MAC-CB5,1
11549046,2606290143424818HADF3VBP-01,MAC-KD5,MAC-KD5,1
11549046,2606290143424818HADF3VBP-DO,MAC-KD5,MAC-KD5,1
11549046,260629014342489UKGG1OU-01,MAC-KD5,MAC-KD5,1
11549046,260629014342489UKGG1OU-DO,MAC-KD5,MAC-KD5,1
11549046,26062901434248G10LYW3PUH-01,MAC-KD5,MAC-KD5,1
11549046,26062901434248G10LYW3PUH-02,MAC-KD5,MAC-KD5,1
11549046,26062901434248G10LYW3PUH-DO,MAC-KD5,MAC-KD5,1
11549046,26062901434248JRLWROL1CX-01,MAC-KD5,MAC-KD5,1
11549046,26062901434248JRLWROL1CX-DO,MAC-KD5,MAC-KD5,1
11549046,26062901440071FJFCAI0D2-01,MAC-CB5,MAC-CB5,1
11549046,26062901440071FJFCAI0D2-DO,MAC-CB5,MAC-CB5,1
11549046,26062901444338ARMOKWPXK-01,MAC-CB5,MAC-CB5,1
11549046,26062901444338ARMOKWPXK-DO,MAC-CB5,MAC-CB5,1
11549046,26062901462273SKKZVPJT2-01,MAC-CB5,MAC-CB5,1
11549046,26062901462273SKKZVPJT2-DO,MAC-CB5,MAC-CB5,1
11549046,26062901472528PMYXNB00-01,MAC-KD5,MAC-KD5,1
11549046,26062901472528PMYXNB00-DO,MAC-KD5,MAC-KD5,1
11549046,260629015044490NWBMOGH-01,MAC-KD5,MAC-KD5,1
11549046,260629015044490NWBMOGH-DO,MAC-KD5,MAC-KD5,1
11549046,26062901504449GCBPRQ2QZI-01,MAC-KD5,MAC-KD5,1
11549046,26062901504449GCBPRQ2QZI-DO,MAC-KD5,MAC-KD5,1
11549046,26062901505147IL76OEG1U-01,MAC-KM5,MAC-KM5,1
11549046,26062901505147IL76OEG1U-DO,MAC-KM5,MAC-KM5,1
11549046,26062901520606YKVGSX0QZ-01,MAC-CB5,MAC-CB5,1
11549046,26062901520606YKVGSX0QZ-DO,MAC-CB5,MAC-CB5,1
11549046,26062901531606Y2AFLMEQQH-01,MAC-KM5,MAC-KM5,1
11549046,26062901531606Y2AFLMEQQH-DO,MAC-KM5,MAC-KM5,1
11549046,26062901531606YGWEDF4BM-01,MAC-KM5,MAC-KM5,1
11549046,26062901531606YGWEDF4BM-DO,MAC-KM5,MAC-KM5,1
11549046,260629015325502THFURB5A-01,MAC-KM5,MAC-KM5,1
11549046,260629015325502THFURB5A-DO,MAC-KM5,MAC-KM5,1
11549046,260629015557336F7K3TQ2V-01,MAC-CB5,MAC-CB5,1
11549046,260629015557336F7K3TQ2V-DO,MAC-CB5,MAC-CB5,1
11549046,26062901555733MIZXBYXYBW-01,MAC-CB5,MAC-CB5,1
11549046,26062901555733MIZXBYXYBW-DO,MAC-CB5,MAC-CB5,1
11549046,26062901555733XA8PHLJHI-01,MAC-CB5,MAC-CB5,1
11549046,26062901555733XA8PHLJHI-DO,MAC-CB5,MAC-CB5,1
11549046,260629015641516ZQTNFMCL-01,MAC-CB5,MAC-CB5,1
11549046,260629015641516ZQTNFMCL-DO,MAC-CB5,MAC-CB5,1
11549046,260629015641518LKMW4EI1-01,MAC-CB5,MAC-CB5,1
11549046,260629015641518LKMW4EI1-DO,MAC-CB5,MAC-CB5,1
11549046,26062901564151TSKGUJZLO-01,MAC-CB5,MAC-CB5,1
11549046,26062901564151TSKGUJZLO-02,MAC-CB5,MAC-CB5,1
11549046,26062901564151TSKGUJZLO-DO,MAC-CB5,MAC-CB5,1
11549046,26062901570886FICDMVZ81-01,MAC-KD5,MAC-KD5,1
11549046,26062901570886FICDMVZ81-DO,MAC-KD5,MAC-KD5,1
11549046,26062901570886JKQHW3SI3I-01,MAC-KD5,MAC-KD5,1
11549046,26062901570886JKQHW3SI3I-DO,MAC-KD5,MAC-KD5,1
11549046,26062901570886Y8KGQRQXY-01,MAC-KD5,MAC-KD5,1
11549046,26062901570886Y8KGQRQXY-DO,MAC-KD5,MAC-KD5,1
11549046,26062901574306BSSHMCXUE-01,MAC-KM5,MAC-KM5,1
11549046,26062901574306BSSHMCXUE-DO,MAC-KM5,MAC-KM5,1
11549046,26062902005996HZMU6874W-01,MAC-KD5,MAC-KD5,1
11549046,26062902005996HZMU6874W-DO,MAC-KD5,MAC-KD5,1
11549046,26062902005996KBDXRPU695-01,MAC-KD5,MAC-KD5,1
11549046,26062902005996KBDXRPU695-DO,MAC-KD5,MAC-KD5,1
11549046,26062902005996SQRLCGWFR-01,MAC-KD5,MAC-KD5,1
11549046,26062902005996SQRLCGWFR-DO,MAC-KD5,MAC-KD5,1
11549046,26062902034970MISEXPD35-01,MAC-KD5,MAC-KD5,1
11549046,26062902034970MISEXPD35-DO,MAC-KD5,MAC-KD5,1
11549046,26062902065573AXBTQDYUZ-01,MAC-KD5,MAC-KD5,1
11549046,26062902065573AXBTQDYUZ-DO,MAC-KD5,MAC-KD5,1
11549046,26062902073047RGHO6IT5O-01,MAC-KM5,MAC-KM5,1
11549046,26062902073047RGHO6IT5O-DO,MAC-KM5,MAC-KM5,1
11549046,26062902073047VBICJMZD9V-01,MAC-KM5,MAC-KM5,1
11549046,26062902073047VBICJMZD9V-DO,MAC-KM5,MAC-KM5,1
11549046,26062902073047VKRCJU1UK-01,MAC-KM5,MAC-KM5,1
11549046,26062902073047VKRCJU1UK-DO,MAC-KM5,MAC-KM5,1
11549046,260629020744390KCR5W7PPS-01,MAC-CB5,MAC-CB5,1
11549046,260629020744390KCR5W7PPS-DO,MAC-CB5,MAC-CB5,1
11549046,26062902074439LVNJISAE-01,MAC-CB5,MAC-CB5,1
11549046,26062902074439LVNJISAE-DO,MAC-CB5,MAC-CB5,1
11549046,26062902074439UNNJAW8CEQ-01,MAC-CB5,MAC-CB5,1
11549046,26062902074439UNNJAW8CEQ-DO,MAC-CB5,MAC-CB5,1
11549046,2606290208410456AINGJTCJ-01,MAC-CB5,MAC-CB5,1
11549046,2606290208410456AINGJTCJ-DO,MAC-CB5,MAC-CB5,1
11549046,26062902084104LIUCCBTVP-01,MAC-CB5,MAC-CB5,1
11549046,26062902084104LIUCCBTVP-02,MAC-CB5,MAC-CB5,1
11549046,26062902084104LIUCCBTVP-DO,MAC-CB5,MAC-CB5,1
11549046,26062902084104R41DXLG0G-01,MAC-CB5,MAC-CB5,1
11549046,26062902084104R41DXLG0G-DO,MAC-CB5,MAC-CB5,1
11549046,26062902094865C3FJDMTG7-01,MAC-KD5,MAC-KD5,1
11549046,26062902094865C3FJDMTG7-DO,MAC-KD5,MAC-KD5,1
11549046,260629021149562PZIBKNRKC-01,MAC-KD5,MAC-KD5,1
11549046,260629021149562PZIBKNRKC-DO,MAC-KD5,MAC-KD5,1
11549046,26062902114956JAMVYOUB4-01,MAC-KD5,MAC-KD5,1
11549046,26062902114956JAMVYOUB4-DO,MAC-KD5,MAC-KD5,1
11549046,26062902120742PNOHMSGJS-01,MAC-KM5,MAC-KM5,1
11549046,26062902120742PNOHMSGJS-DO,MAC-KM5,MAC-KM5,1
11549046,26062902125810QF4EZSXNU-01,MAC-KD5,MAC-KD5,1
11549046,26062902125810QF4EZSXNU-DO,MAC-KD5,MAC-KD5,1
11549046,26062902130666OHYJY9EUT-01,MAC-CB5,MAC-CB5,1
11549046,26062902130666OHYJY9EUT-DO,MAC-CB5,MAC-CB5,1
11549046,26062902143195TZCJ6CQ2C-01,MAC-CP5,MAC-CP5,1
11549046,26062902143195TZCJ6CQ2C-DO,MAC-CP5,MAC-CP5,1
11549046,2606290215520134GS1GBMRR-01,MAC-KD5,MAC-KD5,1
11549046,2606290215520134GS1GBMRR-DO,MAC-KD5,MAC-KD5,1
11549046,26062902155201DQGZMNBJD-01,MAC-KD5,MAC-KD5,1
11549046,26062902155201DQGZMNBJD-DO,MAC-KD5,MAC-KD5,1
11549046,26062902174549HZOJEATT2-01,MAC-KD5,MAC-KD5,1
11549046,26062902174549HZOJEATT2-DO,MAC-KD5,MAC-KD5,1
11549046,26062902174549PCL10OHWS-01,MAC-KD5,MAC-KD5,1
11549046,26062902174549PCL10OHWS-DO,MAC-KD5,MAC-KD5,1
11549046,26062902241045BQAVQQO-01,MAC-KD5,MAC-KD5,1
11549046,26062902241045BQAVQQO-DO,MAC-KD5,MAC-KD5,1
11549046,26062902241045IHEOFFAW9-01,MAC-KD5,MAC-KD5,1
11549046,26062902241045IHEOFFAW9-DO,MAC-KD5,MAC-KD5,1
11549046,26062902260513CAUZYUTFBO-01,MAC-KM5,MAC-KM5,1
11549046,26062902260513CAUZYUTFBO-DO,MAC-KM5,MAC-KM5,1
11549046,26062902260513MJC8HYX0-01,MAC-KM5,MAC-KM5,1
11549046,26062902260513MJC8HYX0-DO,MAC-KM5,MAC-KM5,1
11549046,26062902265532CGVADGCGD-01,MAC-CB5,MAC-CB5,1
11549046,26062902265532CGVADGCGD-DO,MAC-CB5,MAC-CB5,1
11549046,26062902265532GJZCEI04L-01,MAC-CB5,MAC-CB5,1
11549046,26062902265532GJZCEI04L-DO,MAC-CB5,MAC-CB5,1
11549046,26062902265532QM2IL7WXFF-01,MAC-CB5,MAC-CB5,1
11549046,26062902265532QM2IL7WXFF-DO,MAC-CB5,MAC-CB5,1
11549046,260629022907655EGRSGTU1-01,MAC-KD5,MAC-KD5,1
11549046,260629022907655EGRSGTU1-DO,MAC-KD5,MAC-KD5,1
11549046,26062902294055YYXCA9F41-01,MAC-KM5,MAC-KM5,1
11549046,26062902294055YYXCA9F41-DO,MAC-KM5,MAC-KM5,1
11549046,26062902312511CGHCFVQMW-01,MAC-KD5,MAC-KD5,1
11549046,26062902312511CGHCFVQMW-DO,MAC-KD5,MAC-KD5,1
11549046,26062902312511WWAOGVIFU-01,MAC-KD5,MAC-KD5,1
11549046,26062902312511WWAOGVIFU-DO,MAC-KD5,MAC-KD5,1
11549046,26062902312601PULFZU7X4-01,MAC-KM5,MAC-KM5,1
11549046,26062902312601PULFZU7X4-DO,MAC-KM5,MAC-KM5,1
11549046,260629023356711UTPXPUEX-01,MAC-KD5,MAC-KD5,1
11549046,260629023356711UTPXPUEX-DO,MAC-KD5,MAC-KD5,1
11549046,26062902362499KFM8KOQWU-01,MAC-KD5,MAC-KD5,1
11549046,26062902362499KFM8KOQWU-DO,MAC-KD5,MAC-KD5,1
11549046,26062902362499PM5FQ8VOC-01,MAC-KD5,MAC-KD5,1
11549046,26062902362499PM5FQ8VOC-DO,MAC-KD5,MAC-KD5,1
11549046,260629023918399YTPZEMHKQ-01,MAC-KD5,MAC-KD5,1
11549046,260629023918399YTPZEMHKQ-02,MAC-KD5,MAC-KD5,1
11549046,260629023918399YTPZEMHKQ-DO,MAC-KLD-SDS,MAC-KD5,1
11549046,26062902391839R6TYBLOOE-01,MAC-KD5,MAC-KD5,1
11549046,26062902391839R6TYBLOOE-DO,MAC-KD5,MAC-KD5,1
11549046,26062902394217KEV1K1FRWK-01,MAC-KD5,MAC-KD5,1
11549046,26062902394217KEV1K1FRWK-DO,MAC-KD5,MAC-KD5,1
11549046,26062902394217RN0EKYMQI-01,MAC-KD5,MAC-KD5,1
11549046,26062902394217RN0EKYMQI-DO,MAC-KD5,MAC-KD5,1
11549046,26062902411807GOMTGBUN-01,MAC-KM5,MAC-KM5,1
11549046,26062902411807GOMTGBUN-DO,MAC-KM5,MAC-KM5,1
11549046,26062902411807OEWEVQPF2M-01,MAC-KM5,MAC-KM5,1
11549046,26062902411807OEWEVQPF2M-DO,MAC-KM5,MAC-KM5,1
11549046,26062902411807YRPWJ8S7VR-01,MAC-KM5,MAC-KM5,1
11549046,26062902411807YRPWJ8S7VR-DO,MAC-KM5,MAC-KM5,1
11549046,26062902412434TRLYPDAAG-01,MAC-CB5,MAC-CB5,1
11549046,26062902412434TRLYPDAAG-DO,MAC-CB5,MAC-CB5,1
11549046,26062902412434YKUMJUK564-01,MAC-CB5,MAC-CB5,1
11549046,26062902412434YKUMJUK564-DO,MAC-CB5,MAC-CB5,1
11549046,260629024223061WOD84DTNM-01,MAC-CP5,MAC-CP5,1
11549046,260629024223061WOD84DTNM-DO,MAC-CP5,MAC-CP5,1
11549046,26062902422306FJ4H2IRVXV-01,MAC-CP5,MAC-CP5,1
11549046,26062902422306FJ4H2IRVXV-DO,MAC-CP5,MAC-CP5,1
11549046,26062902422306QDXCHPD0-01,MAC-CP5,MAC-CP5,1
11549046,26062902422306QDXCHPD0-DO,MAC-CP5,MAC-CP5,1
11549046,2606290242258555L0QUTSS9-01,MAC-KD5,MAC-KD5,1
11549046,2606290242258555L0QUTSS9-02,MAC-KD5,MAC-KD5,1
11549046,2606290242258555L0QUTSS9-DO,MAC-KD5,MAC-KD5,1
11549046,26062902422585YVSOVWPHY-01,MAC-KD5,MAC-KD5,1
11549046,26062902422585YVSOVWPHY-DO,MAC-KD5,MAC-KD5,1
11549046,26062902462638MUL0KBRVG-01,MAC-CB5,MAC-CB5,1
11549046,26062902462638MUL0KBRVG-DO,MAC-CB5,MAC-CB5,1
11549046,26062902463591AT5VMEKI-01,MAC-KM5,MAC-KM5,1
11549046,26062902463591AT5VMEKI-DO,MAC-KM5,MAC-KM5,1
11549046,26062902463591NWWBXC2ECX-01,MAC-KM5,MAC-KM5,1
11549046,26062902463591NWWBXC2ECX-DO,MAC-KM5,MAC-KM5,1
11549046,26062902463591SSTUVPBZSJ-01,MAC-KM5,MAC-KM5,1
11549046,26062902463591SSTUVPBZSJ-02,MAC-KM5,MAC-KM5,1
11549046,26062902463591SSTUVPBZSJ-DO,MAC-KM5,MAC-KM5,1
11549046,26062902463591XPBKIKHKY0-01,MAC-KM5,MAC-KM5,1
11549046,26062902463591XPBKIKHKY0-DO,MAC-KM5,MAC-KM5,1
11549046,26062902464767HCFYLBUA1A-01,MAC-KD5,MAC-KD5,1
11549046,26062902464767HCFYLBUA1A-DO,MAC-KD5,MAC-KD5,1
11549046,26062902464767UEP8Y0BDL-01,MAC-KD5,MAC-KD5,1
11549046,26062902464767UEP8Y0BDL-DO,MAC-KD5,MAC-KD5,1
11549046,26062902465126ZM28AZ65N-01,MAC-KM5,MAC-KM5,1
